,Player,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,year
659,Axar Patel,14,12,6,110,26,18.33,88,125.0,0,0,10,3,2019
660,Ravindra Jadeja,16,9,6,106,31,35.33,88,120.45,0,0,7,4,2019
661,Ishan Kishan,7,6,0,101,28,16.83,100,101.0,0,0,8,4,2019
662,Gurkeerat Mann Singh,3,3,0,98,65,32.66,70,140.0,0,1,11,2,2019
663,Yuvraj Singh,4,4,0,98,53,24.5,75,130.66,0,1,7,6,2019
664,Sam Curran,9,8,4,95,55,23.75,55,172.72,0,1,13,3,2019
665,Shimron Hetmyer,5,5,0,90,75,18.0,73,123.28,0,1,4,7,2019
666,Wriddhiman Saha,5,5,0,86,28,17.2,53,162.26,0,0,13,1,2019
667,Colin Munro,4,4,0,84,40,21.0,70,120.0,0,0,9,4,2019
668,Martin Guptill,3,3,0,81,36,27.0,53,152.83,0,0,4,7,2019
669,Dwayne Bravo,12,9,4,80,27,16.0,66,121.21,0,0,6,3,2019
670,Sherfane Rutherford,7,7,2,73,28,14.6,54,135.18,0,0,2,7,2019
671,Liam Livingstone,4,4,1,71,44,23.66,48,147.91,0,0,6,5,2019
672,Stuart Binny,8,5,2,70,33,23.33,40,175.0,0,0,5,4,2019
673,Jofra Archer,11,5,3,67,27,33.5,40,167.5,0,0,4,4,2019
674,Murali Vijay,2,2,0,64,38,32.0,61,104.91,0,0,6,1,2019
675,Deepak Hooda,11,7,1,64,20,10.66,63,101.58,0,0,5,1,2019
676,Shreyas Gopal,14,7,3,63,19,15.75,46,136.95,0,0,8,1,2019
677,Akshdeep Nath,8,5,0,61,24,12.2,57,107.01,0,0,5,2,2019
678,Evin Lewis,3,3,0,48,32,16.0,52,92.3,0,0,4,2,2019
679,Colin de Grandhomme,4,4,1,46,37,15.33,49,93.87,0,0,4,2,2019
680,Piyush Chawla,13,5,2,42,14,14.0,37,113.51,0,0,4,2,2019
681,Ravichandran Ashwin,14,6,1,42,17,8.4,28,150.0,0,0,3,3,2019
682,Shivam Dube,4,4,1,40,24,13.33,33,121.21,0,0,1,3,2019
683,Yusuf Pathan,10,8,5,40,16,13.33,45,88.88,0,0,1,1,2019
684,Rinku Singh,5,3,1,37,30,18.5,34,108.82,0,0,1,2,2019
685,Rashid Khan,15,8,3,34,17,6.8,23,147.82,0,0,2,2,2019
686,Mitchell Santner,4,2,1,32,22,32.0,23,139.13,0,0,0,3,2019
687,Chris Morris,9,6,0,32,17,5.33,37,86.48,0,0,1,2,2019
688,Rahul Tewatia,5,4,3,26,11,26.0,22,118.18,0,0,2,1,2019
689,Umesh Yadav,11,7,5,25,14,12.5,25,100.0,0,0,3,1,2019
690,Amit Mishra,11,4,2,21,8,10.5,24,87.5,0,0,2,0,2019
691,Harpreet Brar,2,1,1,20,20,0.0,12,166.66,0,0,2,1,2019
692,Prayas Ray Barman,1,1,0,19,19,19.0,24,79.16,0,0,2,0,2019
693,Ben Cutting,3,3,1,18,13,9.0,17,105.88,0,0,1,1,2019
694,Krishnappa Gowtham,7,4,1,18,9,6.0,19,94.73,0,0,1,1,2019
695,Keemo Paul,8,6,1,18,7,3.6,24,75.0,0,0,1,1,2019
696,Prabhsimran Singh,1,1,0,16,16,16.0,17,94.11,0,0,1,1,2019
697,Siddhesh Lad,1,1,0,15,15,15.0,13,115.38,0,0,1,1,2019
698,Alzarri Joseph,3,2,2,15,15,0.0,13,115.38,0,0,2,0,2019
699,Shardul Thakur,10,3,1,14,12,7.0,7,200.0,0,0,1,1,2019
700,Kagiso Rabada,12,4,1,14,9,4.66,15,93.33,0,0,0,1,2019
701,Kuldeep Yadav,9,4,2,12,10,6.0,8,150.0,0,0,1,0,2019
702,Rahul Chahar,13,4,2,12,10,6.0,11,109.09,0,0,2,0,2019
703,Bhuvneshwar Kumar,15,5,2,12,7,4.0,19,63.15,0,0,1,0,2019
704,Carlos Brathwaite,2,2,0,11,6,5.5,10,110.0,0,0,1,0,2019
705,Mitchell McClenaghan,5,4,1,11,10,3.66,16,68.75,0,0,2,0,2019
706,Ishant Sharma,13,3,3,10,10,0.0,3,333.33,0,0,1,1,2019
707,KC Cariappa,1,1,1,9,9,0.0,3,300.0,0,0,0,1,2019
708,Abhishek Sharma,3,3,1,9,5,4.5,9,100.0,0,0,1,0,2019
709,Heinrich Klaasen,3,2,0,9,6,4.5,10,90.0,0,0,0,0,2019
710,Shakib Al Hasan,3,1,0,9,9,9.0,10,90.0,0,0,0,0,2019
711,Tim Southee,3,1,1,9,9,0.0,9,100.0,0,0,0,0,2019
712,Pawan Negi,7,4,0,9,5,2.25,12,75.0,0,0,1,0,2019
713,Mahipal Lomror,2,1,0,8,8,8.0,3,266.66,0,0,2,0,2019
714,Nikhil Naik,1,1,0,7,7,7.0,16,43.75,0,0,1,0,2019
715,Ricky Bhui,1,1,0,7,7,7.0,12,58.33,0,0,0,0,2019
716,Trent Boult,5,3,2,7,6,7.0,4,175.0,0,0,0,1,2019
717,Deepak Chahar,17,2,0,7,7,3.5,9,77.77,0,0,1,0,2019
718,Jagadeesha Suchith,1,1,0,6,6,6.0,15,40.0,0,0,0,0,2019
719,Ish Sodhi,2,1,0,6,6,6.0,11,54.54,0,0,0,0,2019
720,Mayank Markande,3,2,1,6,6,6.0,5,120.0,0,0,1,0,2019
721,Sandeep Sharma,11,2,2,6,5,0.0,3,200.0,0,0,1,0,2019
722,Yuzvendra Chahal,14,3,1,6,4,3.0,16,37.5,0,0,0,0,2019
723,Dhruv Shorey,1,1,0,5,5,5.0,8,62.5,0,0,0,0,2019
724,Karun Nair,1,1,0,5,5,5.0,6,83.33,0,0,0,0,2019
725,Rasikh Salam,1,1,1,5,5,0.0,4,125.0,0,0,0,0,2019
726,Dhawal Kulkarni,10,1,1,5,5,0.0,3,166.66,0,0,1,0,2019
727,Avesh Khan,1,1,1,4,4,0.0,3,133.33,0,0,1,0,2019
728,Hanuma Vihari,2,2,0,4,2,2.0,8,50.0,0,0,0,0,2019
729,Mohammed Siraj,9,4,3,4,3,4.0,14,28.57,0,0,0,0,2019
730,Barinder Sran,2,1,1,3,3,0.0,3,100.0,0,0,0,0,2019
731,Ashton Turner,4,4,1,3,3,1.0,10,30.0,0,0,0,0,2019
732,Varun Aaron,5,1,1,3,3,0.0,7,42.85,0,0,0,0,2019
733,Hardus Viljoen,6,3,1,3,2,1.5,7,42.85,0,0,0,0,2019
734,Murugan Ashwin,10,3,2,3,1,3.0,5,60.0,0,0,0,0,2019
735,Navdeep Saini,13,2,1,2,2,2.0,4,50.0,0,0,0,0,2019
736,Basil Thampi,3,1,1,1,1,0.0,1,100.0,0,0,0,0,2019
737,Washington Sundar,3,2,0,1,1,0.5,3,33.33,0,0,0,0,2019
738,Harry Gurney,8,1,1,1,1,0.0,5,20.0,0,0,0,0,2019
739,Harbhajan Singh,11,1,0,1,1,1.0,3,33.33,0,0,0,0,2019
740,Jaydev Unadkat,11,4,3,1,1,1.0,3,33.33,0,0,0,0,2019
741,Mohammad Shami,14,2,1,1,1,1.0,2,50.0,0,0,0,0,2019
742,Joe Denly,1,1,0,0,0,0.0,1,0.0,0,0,0,0,2019
743,Mohit Sharma,1,1,1,0,0,0.0,2,0.0,0,0,0,0,2019
744,Sam Billings,1,1,0,0,0,0.0,4,0.0,0,0,0,0,2019
745,Harshal Patel,2,2,1,0,0,0.0,2,0.0,0,0,0,0,2019
746,Prithvi Raj Yarra,2,1,1,0,0,0.0,1,0.0,0,0,0,0,2019
747,Mujeeb Ur Rahman,5,3,2,0,0,0.0,4,0.0,0,0,0,0,2019
748,Andrew Tye,6,1,1,0,0,0.0,2,0.0,0,0,0,0,2019
749,Sandeep Lamichhane,6,1,0,0,0,0.0,1,0.0,0,0,0,0,2019
750,Siddarth Kaul,7,2,1,0,0,0.0,1,0.0,0,0,0,0,2019
751,Khaleel Ahmed,9,1,0,0,0,0.0,1,0.0,0,0,0,0,2019
752,Prasidh Krishna,11,1,0,0,0,0.0,2,0.0,0,0,0,0,2019
753,Jasprit Bumrah,16,3,3,0,0,0.0,1,0.0,0,0,0,0,2019
754,Kane Williamson,17,17,3,735,84,52.5,516,142.44,0,8,64,28,2018
755,Rishabh Pant,14,14,1,684,128,52.61,394,173.6,1,5,68,37,2018
756,KL Rahul,14,14,2,659,95,54.91,416,158.41,0,6,66,32,2018
757,Ambati Rayudu,16,16,2,602,100,43.0,402,149.75,1,3,53,34,2018
758,Shane Watson,15,15,1,555,117,39.64,359,154.59,2,2,44,35,2018
759,Jos Buttler,13,13,3,548,95,54.8,353,155.24,0,5,52,21,2018
760,Virat Kohli,14,14,3,530,92,48.18,381,139.1,0,4,52,18,2018
761,Suryakumar Yadav,14,14,0,512,72,36.57,384,133.33,0,4,61,16,2018
762,Dinesh Karthik,16,16,6,498,52,49.8,337,147.77,0,2,49,16,2018
763,Shikhar Dhawan,16,16,3,497,92,38.23,363,136.91,0,4,59,14,2018
764,Chris Lynn,16,16,1,491,74,32.73,377,130.23,0,3,56,18,2018
765,AB de Villiers,12,11,2,480,90,53.33,275,174.54,0,6,39,30,2018
766,MS Dhoni,16,15,9,455,79,75.83,302,150.66,0,3,24,30,2018
767,Suresh Raina,15,15,3,445,75,37.08,336,132.44,0,4,46,12,2018
768,Sanju Samson,15,15,1,441,92,31.5,320,137.81,0,3,30,19,2018
769,Shreyas Iyer,14,14,3,411,93,37.36,310,132.58,0,4,29,21,2018
770,Evin Lewis,13,13,0,382,65,29.38,276,138.4,0,2,32,24,2018
771,Ajinkya Rahane,15,14,1,370,65,28.46,313,118.21,0,1,39,5,2018
772,Chris Gayle,11,11,2,368,104,40.88,252,146.03,1,3,30,27,2018
773,Sunil Narine,16,16,0,357,75,22.31,188,189.89,0,2,40,23,2018
774,Robin Uthappa,16,16,0,351,54,21.93,265,132.45,0,1,30,21,2018
775,Andre Russell,16,14,3,316,88,28.72,171,184.79,0,1,17,31,2018
776,Nitish Rana,15,15,2,304,59,23.38,232,131.03,0,1,26,14,2018
777,Karun Nair,13,12,0,301,54,25.08,221,136.19,0,2,23,13,2018
778,Rohit Sharma,14,14,2,286,94,23.83,215,133.02,0,2,25,12,2018
779,Manish Pandey,15,13,2,284,62,25.81,246,115.44,0,3,22,5,2018
780,Ishan Kishan,14,12,0,275,62,22.91,184,149.45,0,2,22,17,2018
781,Hardik Pandya,13,13,4,260,50,28.88,195,133.33,0,1,20,11,2018
782,Yusuf Pathan,15,13,4,260,45,28.88,200,130.0,0,0,22,11,2018
783,Mandeep Singh,14,13,3,252,47,25.2,186,135.48,0,0,16,11,2018
784,Prithvi Shaw,9,9,0,245,65,27.22,160,153.12,0,2,27,10,2018
785,Shakib Al Hasan,17,13,2,239,35,21.72,197,121.31,0,0,26,5,2018
786,Krunal Pandya,14,13,3,228,41,22.8,157,145.22,0,0,22,10,2018
787,Rahul Tripathi,12,12,3,226,80,25.11,167,135.32,0,1,18,8,2018
788,Vijay Shankar,13,11,7,212,54,53.0,148,143.24,0,1,11,11,2018
789,Shubman Gill,13,11,5,203,57,33.83,139,146.04,0,1,22,5,2018
790,Quinton de Kock,8,8,0,201,53,25.12,162,124.07,0,1,20,8,2018
791,Ben Stokes,13,13,1,196,45,16.33,161,121.73,0,0,13,6,2018
792,Glenn Maxwell,12,12,0,169,47,14.08,120,140.83,0,0,14,9,2018
793,Faf du Plessis,6,6,1,162,67,32.4,129,125.58,0,1,17,6,2018
794,Parthiv Patel,6,6,1,153,53,30.6,109,140.36,0,1,20,4,2018
795,Alex Hales,6,6,0,148,45,24.66,118,125.42,0,0,13,6,2018
796,Dwayne Bravo,16,10,6,141,68,35.25,91,154.94,0,1,8,10,2018
797,Aaron Finch,10,9,1,134,46,16.75,100,134.0,0,0,6,8,2018
798,Kieron Pollard,9,8,1,133,50,19.0,100,133.0,0,1,10,7,2018
799,Colin de Grandhomme,9,8,3,131,40,26.2,84,155.95,0,0,4,10,2018
800,Brendon McCullum,6,6,0,127,43,21.16,88,144.31,0,0,16,6,2018
801,Krishnappa Gowtham,15,13,4,126,33,14.0,64,196.87,0,0,9,9,2018
802,Wriddhiman Saha,11,10,2,122,35,15.25,102,119.6,0,0,17,1,2018
803,Jason Roy,5,5,1,120,91,30.0,94,127.65,0,1,9,7,2018
804,Mayank Agarwal,11,11,1,120,30,12.0,94,127.65,0,0,9,5,2018
805,D'Arcy Short,7,7,0,115,44,16.42,99,116.16,0,0,11,5,2018
806,Sam Billings,10,8,0,108,56,13.5,78,138.46,0,1,8,5,2018
807,Ravichandran Ashwin,14,9,1,102,45,12.75,71,143.66,0,0,7,5,2018
808,Marcus Stoinis,7,7,3,99,29,24.75,76,130.26,0,0,6,4,2018
809,Ben Cutting,9,6,2,96,37,24.0,58,165.51,0,0,5,8,2018
810,Ravindra Jadeja,16,10,5,89,27,17.8,74,120.27,0,0,3,4,2018
811,Deepak Hooda,9,8,4,87,32,21.75,81,107.4,0,0,2,3,2018
812,Gautam Gambhir,6,5,0,85,55,17.0,88,96.59,0,1,8,1,2018
813,Axar Patel,9,8,2,80,19,13.33,69,115.94,0,0,3,4,2018
814,Moeen Ali,5,4,0,77,65,19.25,46,167.39,0,1,4,6,2018
815,Carlos Brathwaite,4,4,1,75,43,25.0,48,156.25,0,0,1,8,2018
816,David Miller,3,3,1,74,26,37.0,64,115.62,0,0,3,2,2018
817,Washington Sundar,7,6,3,65,35,21.66,38,171.05,0,0,5,4,2018
818,Yuvraj Singh,8,6,0,65,20,10.83,73,89.04,0,0,6,2,2018
819,Abhishek Sharma,3,3,2,63,46,63.0,33,190.9,0,0,3,5,2018
820,Colin Munro,5,5,0,63,33,12.6,41,153.65,0,0,7,4,2018
821,Harshal Patel,5,2,1,60,36,60.0,33,181.81,0,0,1,6,2018
822,Rashid Khan,17,7,2,59,34,11.8,31,190.32,0,0,3,6,2018
823,Heinrich Klaasen,4,4,1,57,32,19.0,47,121.27,0,0,5,1,2018
824,Manan Vohra,4,4,0,55,45,13.75,47,117.02,0,0,2,4,2018
825,Shreevats Goswami,6,3,0,52,35,17.33,40,130.0,0,0,6,1,2018
826,Tim Southee,8,4,2,52,36,26.0,46,113.04,0,0,5,1,2018
827,Sarfaraz Khan,7,6,1,51,22,10.2,41,124.39,0,0,7,1,2018
828,Rahul Tewatia,8,5,2,50,24,16.66,43,116.27,0,0,5,1,2018
829,Shreyas Gopal,11,4,1,50,24,16.66,45,111.11,0,0,5,0,2018
830,Deepak Chahar,12,4,1,50,39,16.66,29,172.41,0,0,1,4,2018
831,Jaydev Unadkat,15,7,3,49,26,12.25,38,128.94,0,0,6,1,2018
832,Manoj Tiwary,5,4,1,47,35,15.66,44,106.81,0,0,4,1,2018
833,Chris Morris,4,4,3,46,27,46.0,26,176.92,0,0,3,2,2018
834,Stuart Binny,7,5,0,44,22,8.8,39,112.82,0,0,2,2,2018
835,JP Duminy,6,4,3,36,23,36.0,40,90.0,0,0,3,1,2018
836,Andrew Tye,14,8,2,32,14,5.33,38,84.21,0,0,2,1,2018
837,Rinku Singh,4,4,0,29,16,7.25,31,93.54,0,0,4,0,2018
838,Harbhajan Singh,13,3,0,29,19,9.66,36,80.55,0,0,3,1,2018
839,Piyush Chawla,15,7,3,27,12,6.75,34,79.41,0,0,1,1,2018
840,Dan Christian,4,3,1,26,13,13.0,33,78.78,0,0,0,1,2018
841,Mohammed Siraj,11,4,2,25,14,12.5,22,113.63,0,0,2,1,2018
842,Kedar Jadhav,1,1,1,24,24,0.0,22,109.09,0,0,1,2,2018
843,Tom Curran,5,4,1,23,18,7.66,28,82.14,0,0,3,0,2018
844,Mayank Markande,14,6,4,21,7,10.5,24,87.5,0,0,2,0,2018
845,Mahipal Lomror,2,2,1,20,11,20.0,21,95.23,0,0,1,0,2018
846,Mohammad Nabi,2,2,0,18,14,9.0,12,150.0,0,0,3,0,2018
847,Corey Anderson,3,3,0,17,15,5.66,22,77.27,0,0,0,1,2018
848,Chris Woakes,5,4,2,17,11,8.5,19,89.47,0,0,1,1,2018
849,Mitchell Johnson,6,2,2,16,12,0.0,11,145.45,0,0,2,0,2018
850,Jofra Archer,10,8,3,15,8,3.0,21,71.42,0,0,2,0,2018
851,Shardul Thakur,13,1,1,15,15,0.0,5,300.0,0,0,3,0,2018
852,Shivam Mavi,9,4,1,13,7,4.33,15,86.66,0,0,1,0,2018
853,Bhuvneshwar Kumar,12,4,2,13,7,6.5,16,81.25,0,0,1,0,2018
854,Murali Vijay,1,1,0,12,12,12.0,10,120.0,0,0,0,1,2018
855,Kuldeep Yadav,16,3,2,12,7,12.0,24,50.0,0,0,1,0,2018
856,Ankit Rajpoot,8,3,0,11,8,3.66,18,61.11,0,0,1,0,2018
857,Mitchell McClenaghan,11,5,3,11,11,5.5,10,110.0,0,0,1,1,2018
858,Mohit Sharma,9,4,3,10,4,10.0,13,76.92,0,0,1,0,2018
859,Mujeeb Ur Rahman,11,2,1,10,10,10.0,7,142.85,0,0,2,0,2018
860,Jasprit Bumrah,14,3,2,10,6,10.0,11,90.9,0,0,1,0,2018
861,Akshdeep Nath,1,1,0,9,9,9.0,13,69.23,0,0,1,0,2018
862,Dhruv Shorey,1,1,0,8,8,8.0,9,88.88,0,0,0,1,2018
863,Prashant Chopra,1,1,0,8,8,8.0,6,133.33,0,0,2,0,2018
864,Javon Searles,4,2,1,8,6,8.0,6,133.33,0,0,0,1,2018
865,Mohammad Shami,4,1,0,7,7,7.0,6,116.66,0,0,1,0,2018
866,Vinay Kumar,2,1,1,6,6,0.0,3,200.0,0,0,1,0,2018
867,Shahbaz Nadeem,6,1,1,6,6,0.0,8,75.0,0,0,0,0,2018
868,Dhawal Kulkarni,8,2,1,6,3,6.0,7,85.71,0,0,0,0,2018
869,Billy Stanlake,4,1,1,5,5,0.0,2,250.0,0,0,1,0,2018
870,Akila Dananjaya,1,1,1,4,4,0.0,5,80.0,0,0,0,0,2018
871,Pawan Negi,2,2,0,3,3,1.5,5,60.0,0,0,0,0,2018
872,Anureet Singh,3,1,1,3,3,0.0,4,75.0,0,0,0,0,2018
873,Basil Thampi,4,2,1,3,3,3.0,6,50.0,0,0,0,0,2018
874,Barinder Sran,6,4,3,3,2,3.0,7,42.85,0,0,0,0,2018
875,Umesh Yadav,14,5,1,3,1,0.75,11,27.27,0,0,0,0,2018
876,Siddarth Kaul,17,4,1,3,2,1.0,14,21.42,0,0,0,0,2018
877,Imran Tahir,6,1,1,2,2,0.0,2,100.0,0,0,0,0,2018
878,Mark Wood,1,1,0,1,1,1.0,3,33.33,0,0,0,0,2018
879,Naman Ojha,1,1,0,1,1,1.0,4,25.0,0,0,0,0,2018
880,Murugan Ashwin,2,1,0,1,1,1.0,2,50.0,0,0,0,0,2018
881,Ish Sodhi,6,1,0,1,1,1.0,6,16.66,0,0,0,0,2018
882,Ben Laughlin,7,2,1,1,1,1.0,4,25.0,0,0,0,0,2018
883,Liam Plunkett,7,2,1,1,1,1.0,3,33.33,0,0,0,0,2018
884,Mustafizur Rahman,7,2,1,1,1,1.0,3,33.33,0,0,0,0,2018
885,Prasidh Krishna,7,2,2,1,1,0.0,5,20.0,0,0,0,0,2018
886,Amit Mishra,10,1,1,1,1,0.0,2,50.0,0,0,0,0,2018
887,Pradeep Sangwan,1,1,0,0,0,0.0,4,0.0,0,0,0,0,2018
888,Ricky Bhui,1,1,0,0,0,0.0,5,0.0,0,0,0,0,2018
889,Sandeep Sharma,12,3,1,0,0,0.0,4,0.0,0,0,0,0,2018
890,Trent Boult,14,1,0,0,0,0.0,2,0.0,0,0,0,0,2018
891,Yuzvendra Chahal,14,1,1,0,0,0.0,4,0.0,0,0,0,0,2018
892,David Warner,14,14,3,641,126,58.27,452,141.81,1,4,63,26,2017
893,Gautam Gambhir,16,16,4,498,76,41.5,389,128.02,0,4,61,7,2017
894,Shikhar Dhawan,14,14,1,479,77,36.84,376,127.39,0,3,53,9,2017
895,Steve Smith,15,15,3,472,84,39.33,387,121.96,0,3,38,12,2017
896,Suresh Raina,14,14,3,442,84,40.18,307,143.97,0,3,42,13,2017
897,Hashim Amla,10,10,3,420,104,60.0,288,145.83,2,2,40,17,2017
898,Manish Pandey,14,13,5,396,81,49.5,308,128.57,0,2,28,12,2017
899,Parthiv Patel,16,16,0,395,70,24.68,293,134.81,0,2,49,8,2017
900,Rahul Tripathi,14,14,0,391,93,27.92,267,146.44,0,2,43,17,2017
901,Robin Uthappa,14,13,0,388,87,29.84,235,165.1,0,5,36,21,2017
902,Sanju Samson,14,14,0,386,102,27.57,273,141.39,1,2,32,19,2017
903,Kieron Pollard,17,16,3,385,70,29.61,276,139.49,0,3,26,22,2017
904,Ajinkya Rahane,16,16,1,382,60,25.46,323,118.26,0,2,35,9,2017
905,Rishabh Pant,14,14,0,366,97,26.14,221,165.61,0,2,28,24,2017
906,Dinesh Karthik,14,13,3,361,65,36.1,259,139.38,0,2,30,11,2017
907,Shreyas Iyer,12,12,2,338,96,33.8,243,139.09,0,2,36,10,2017
908,Nitish Rana,13,12,1,333,62,30.27,264,126.13,0,3,24,17,2017
909,Rohit Sharma,17,16,2,333,67,23.78,273,121.97,0,3,31,9,2017
910,Manoj Tiwary,15,13,3,324,60,32.4,236,137.28,0,2,31,11,2017
911,Brendon McCullum,11,11,0,319,72,29.0,217,147.0,0,2,29,18,2017
912,Ben Stokes,12,11,1,316,103,31.6,221,142.98,1,1,22,15,2017
913,Glenn Maxwell,14,13,3,310,47,31.0,179,173.18,0,0,19,26,2017
914,Virat Kohli,10,10,0,308,64,30.8,252,122.22,0,4,23,11,2017
915,Aaron Finch,13,13,1,299,72,24.91,180,166.11,0,2,25,19,2017
916,Chris Lynn,7,7,1,295,93,49.16,163,180.98,0,3,25,19,2017
917,MS Dhoni,16,15,4,290,61,26.36,250,116.0,0,1,15,16,2017
918,Karun Nair,14,13,0,281,64,21.61,226,124.33,0,1,39,6,2017
919,Ishan Kishan,11,10,0,277,61,27.7,206,134.46,0,1,29,13,2017
920,Moises Henriques,12,11,5,277,55,46.16,203,136.45,0,3,28,4,2017
921,Jos Buttler,10,10,0,272,77,27.2,177,153.67,0,1,27,15,2017
922,Kedar Jadhav,13,13,1,267,69,22.25,186,143.54,0,1,25,10,2017
923,Shaun Marsh,9,8,0,264,84,33.0,194,136.08,0,2,36,5,2017
924,Kane Williamson,7,7,1,256,89,42.66,169,151.47,0,2,20,10,2017
925,Yuvraj Singh,12,11,2,252,70,28.0,177,142.37,0,2,30,8,2017
926,Hardik Pandya,17,16,9,250,35,35.71,160,156.25,0,0,11,20,2017
927,Krunal Pandya,13,11,4,243,47,34.71,179,135.75,0,0,24,7,2017
928,Dwayne Smith,12,12,1,239,74,21.72,156,153.2,0,2,32,8,2017
929,Wriddhiman Saha,14,11,1,234,93,23.4,187,125.13,0,1,20,8,2017
930,Manan Vohra,11,9,0,229,95,25.44,159,144.02,0,1,23,9,2017
931,Axar Patel,14,13,5,227,44,28.37,162,140.12,0,0,11,11,2017
932,Sunil Narine,16,14,1,224,54,17.23,130,172.3,0,1,34,10,2017
933,AB de Villiers,9,9,1,216,89,27.0,163,132.51,0,1,12,16,2017
934,Chris Gayle,9,9,0,200,77,22.22,163,122.69,0,1,15,14,2017
935,Mandeep Singh,11,10,0,188,52,18.8,177,106.21,0,1,21,4,2017
936,Ravindra Jadeja,12,10,6,158,28,39.5,113,139.82,0,0,13,4,2017
937,Chris Morris,9,9,4,154,52,30.8,94,163.82,0,1,15,6,2017
938,Travis Head,7,7,2,151,75,30.2,108,139.81,0,1,9,6,2017
939,Pawan Negi,12,10,2,144,35,18.0,111,129.72,0,0,10,7,2017
940,Yusuf Pathan,15,11,3,143,59,17.87,115,124.34,0,1,9,6,2017
941,Corey Anderson,11,11,4,142,41,20.28,123,115.44,0,0,8,9,2017
942,Sam Billings,6,6,0,138,55,23.0,104,132.69,0,1,19,1,2017
943,Lendl Simmons,7,7,0,137,66,19.57,112,122.32,0,2,10,8,2017
944,Martin Guptill,7,7,1,132,50,22.0,88,150.0,0,1,17,5,2017
945,Colin de Grandhomme,12,9,1,126,36,15.75,92,136.95,0,0,10,6,2017
946,Suryakumar Yadav,10,7,1,105,31,17.5,88,119.31,0,0,8,3,2017
947,Vijay Shankar,4,4,2,101,63,50.5,75,134.66,0,1,12,1,2017
948,Ambati Rayudu,5,5,0,91,63,18.2,78,116.66,0,1,7,3,2017
949,David Miller,5,4,1,83,30,27.66,80,103.75,0,0,4,4,2017
950,Dan Christian,13,9,4,79,17,15.8,49,161.22,0,0,5,5,2017
951,Naman Ojha,14,5,1,79,34,19.75,65,121.53,0,0,2,3,2017
952,Stuart Binny,8,7,2,78,18,15.6,76,102.63,0,0,6,3,2017
953,Deepak Hooda,10,6,3,78,19,26.0,52,150.0,0,0,5,4,2017
954,Pat Cummins,12,9,4,77,24,15.4,53,145.28,0,0,5,4,2017
955,Shane Watson,8,7,1,71,24,11.83,78,91.02,0,0,6,1,2017
956,Eoin Morgan,4,4,0,65,26,16.25,62,104.83,0,0,6,2,2017
957,Jason Roy,3,3,1,59,31,29.5,40,147.5,0,0,9,1,2017
958,Kagiso Rabada,6,3,0,55,44,18.33,64,85.93,0,0,5,1,2017
959,James Faulkner,8,6,2,54,21,13.5,57,94.73,0,0,4,0,2017
960,Andrew Tye,6,3,1,53,25,26.5,30,176.66,0,0,4,3,2017
961,Saurabh Tiwary,1,1,0,52,52,52.0,43,120.93,0,1,9,0,2017
962,Ben Cutting,4,3,1,51,20,25.5,26,196.15,0,0,5,3,2017
963,Mohit Sharma,14,7,1,51,13,8.5,50,102.0,0,0,3,1,2017
964,Karn Sharma,9,6,0,49,19,8.16,41,119.51,0,0,5,2,2017
965,Amit Mishra,14,6,5,49,13,49.0,52,94.23,0,0,2,2,2017
966,Chris Woakes,13,7,3,46,18,11.5,47,97.87,0,0,4,1,2017
967,Sheldon Jackson,4,3,1,38,16,19.0,31,122.58,0,0,5,0,2017
968,Mohammad Shami,8,6,2,36,21,9.0,24,150.0,0,0,4,2,2017
969,Ishank Jaggi,2,2,1,33,28,33.0,39,84.61,0,0,3,0,2017
970,Angelo Mathews,3,2,0,32,31,16.0,27,118.51,0,0,2,1,2017
971,Sreenath Aravind,10,8,4,32,9,8.0,40,80.0,0,0,2,0,2017
972,Bipul Sharma,7,3,2,31,21,31.0,24,129.16,0,0,2,1,2017
973,Marlon Samuels,5,4,0,29,27,7.25,31,93.54,0,0,1,2,2017
974,Basil Thampi,12,5,5,28,13,0.0,28,100.0,0,0,1,1,2017
975,Mayank Agarwal,3,3,0,26,20,8.66,27,96.29,0,0,3,0,2017
976,Ankit Sharma,1,1,0,25,25,25.0,15,166.66,0,0,2,1,2017
977,Aniket Choudhary,5,3,2,25,15,25.0,20,125.0,0,0,1,1,2017
978,Mitchell Johnson,5,3,3,20,13,0.0,17,117.64,0,0,1,1,2017
979,Kuldeep Yadav,12,2,0,20,16,10.0,22,90.9,0,0,2,0,2017
980,Rahul Tewatia,3,2,1,19,15,19.0,11,172.72,0,0,4,0,2017
981,Vishnu Vinod,3,3,0,19,9,6.33,26,73.07,0,0,1,1,2017
982,Aditya Tare,3,3,0,18,18,6.0,23,78.26,0,0,3,0,2017
983,Marcus Stoinis,5,3,0,17,9,5.66,24,70.83,0,0,1,0,2017
984,Rajat Bhatia,3,2,1,16,16,16.0,17,94.11,0,0,0,1,2017
985,Harbhajan Singh,11,7,5,16,7,8.0,16,100.0,0,0,0,1,2017
986,Mitchell McClenaghan,14,7,3,16,12,4.0,15,106.66,0,0,0,1,2017
987,Jasprit Bumrah,16,2,1,16,16,16.0,12,133.33,0,0,0,1,2017
988,Anureet Singh,1,1,0,15,15,15.0,12,125.0,0,0,2,0,2017
989,Sachin Baby,3,3,0,15,12,5.0,15,100.0,0,0,2,0,2017
