,POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,year
0,1,Mohammad ShamiGT,17,17,65.0,522,28,11/4,18.64,8.03,13.92,2,0,2023
1,2,Mohit SharmaGT,14,14,44.1,361,27,10/5,13.37,8.17,9.81,2,1,2023
2,3,Rashid KhanGT,17,17,67.0,552,27,30/4,20.44,8.23,14.88,1,0,2023
3,4,Piyush ChawlaMI,16,16,61.0,495,22,22/3,22.50,8.11,16.63,0,0,2023
4,5,Yuzvendra ChahalRR,14,14,52.5,432,21,17/4,20.57,8.17,15.09,3,0,2023
5,6,Tushar DeshpandeCSK,16,16,56.5,564,21,45/3,26.85,9.92,16.23,0,0,2023
6,7,Ravindra JadejaCSK,16,16,57.0,431,20,20/3,21.55,7.56,17.10,0,0,2023
7,8,Varun ChakaravarthyKKR,14,14,52.4,429,20,15/4,21.45,8.14,15.80,1,0,2023
8,9,Mohammed SirajRCB,14,14,50.0,376,19,21/4,19.78,7.52,15.78,1,0,2023
9,10,Matheesha PathiranaCSK,12,12,46.2,371,19,15/3,19.52,8.00,14.63,0,0,2023
10,11,Arshdeep SinghPBKS,14,14,50.5,493,17,29/4,29.00,9.69,17.94,1,0,2023
11,12,Ravi BishnoiLSG,15,14,50.3,391,16,28/3,24.43,7.74,18.93,0,0,2023
12,13,Noor AhmadGT,13,13,47.1,369,16,37/3,23.06,7.82,17.68,0,0,2023
13,14,Bhuvneshwar KumarSRH,14,14,51.0,425,16,30/5,26.56,8.33,19.12,0,1,2023
14,15,Ravichandran AshwinRR,13,13,49.0,368,14,23/2,26.28,7.51,21.00,0,0,2023
15,16,Akash MadhwalMI,8,8,25.3,219,14,5/5,15.64,8.58,10.92,1,1,2023
16,17,Jason BehrendorffMI,12,12,42.0,387,14,23/3,27.64,9.21,18.00,0,0,2023
17,18,Harshal PatelRCB,13,13,47.0,454,14,32/3,32.42,9.65,20.14,0,0,2023
18,19,Trent BoultRR,10,10,38.0,312,13,29/3,24.00,8.21,17.53,0,0,2023
19,20,Deepak ChaharCSK,10,10,34.0,297,13,22/3,22.84,8.73,15.69,0,0,2023
20,21,Nathan EllisPBKS,10,10,38.0,339,13,30/4,26.07,8.92,17.53,1,0,2023
21,22,Yash ThakurLSG,9,9,31.5,289,13,37/4,22.23,9.07,14.69,1,0,2023
22,23,Mayank MarkandeSRH,10,10,38.0,300,12,15/4,25.00,7.89,19.00,1,0,2023
23,24,Mitchell MarshDC,9,8,20.1,170,12,27/4,14.16,8.42,10.08,1,0,2023
24,25,Axar PatelDC,14,13,47.0,338,11,13/2,30.72,7.19,25.63,0,0,2023
25,26,Naveen-ul-HaqLSG,8,7,28.0,219,11,38/4,19.90,7.82,15.27,1,0,2023
26,27,Sunil NarineKKR,14,14,48.0,383,11,33/3,34.81,7.97,26.18,0,0,2023
27,28,Maheesh TheekshanaCSK,13,13,49.0,392,11,23/2,35.63,8.00,26.72,0,0,2023
28,29,Mark WoodLSG,4,4,16.0,130,11,14/5,11.81,8.12,8.72,0,1,2023
29,30,Kuldeep YadavDC,14,14,49.0,361,10,15/2,36.10,7.36,29.40,0,0,2023
30,31,Suyash SharmaKKR,11,11,39.0,321,10,30/3,32.10,8.23,23.40,0,0,2023
31,32,Ishant SharmaDC,8,8,25.0,206,10,19/2,20.60,8.24,15.00,0,0,2023
32,33,Sandeep SharmaRR,12,12,46.0,396,10,25/2,39.60,8.60,27.60,0,0,2023
33,34,Anrich NortjeDC,10,10,40.0,364,10,20/2,36.40,9.10,24.00,0,0,2023
34,35,T NatarajanSRH,12,12,45.0,410,10,23/2,41.00,9.11,27.00,0,0,2023
35,36,Marco JansenSRH,8,8,27.0,267,10,16/2,26.70,9.88,16.20,0,0,2023
36,37,Sam CurranPBKS,14,14,47.5,489,10,31/3,48.90,10.22,28.70,0,0,2023
37,38,Karn SharmaRCB,7,7,21.3,223,10,19/2,22.30,10.37,12.90,0,0,2023
38,39,Krunal PandyaLSG,15,12,42.0,313,9,18/3,34.77,7.45,28.00,0,0,2023
39,40,Moeen AliCSK,15,11,26.0,195,9,26/4,21.66,7.50,17.33,1,0,2023
40,41,Harpreet BrarPBKS,13,11,27.1,218,9,30/4,24.22,8.02,18.11,1,0,2023
41,42,Wanindu HasarangaRCB,8,8,29.0,258,9,24/2,28.66,8.89,19.33,0,0,2023
42,43,Khaleel AhmedDC,9,9,33.0,301,9,24/2,33.44,9.12,22.00,0,0,2023
43,44,Wayne ParnellRCB,7,7,25.1,236,9,10/3,26.22,9.37,16.77,0,0,2023
44,45,Vyshak VijaykumarRCB,7,7,24.0,253,9,20/3,28.11,10.54,16.00,0,0,2023
45,46,Rahul ChaharPBKS,14,14,49.4,385,8,16/2,48.12,7.75,37.25,0,0,2023
46,47,Adam ZampaRR,6,6,22.0,188,8,22/3,23.50,8.54,16.50,0,0,2023
47,48,Avesh KhanLSG,9,9,29.0,283,8,25/3,35.37,9.75,21.75,0,0,2023
48,49,Amit MishraLSG,7,7,19.0,149,7,21/2,21.28,7.84,16.28,0,0,2023
49,50,Josh LittleGT,10,10,34.0,294,7,25/2,42.00,8.64,29.14,0,0,2023
50,51,Alzarri JosephGT,7,7,24.0,225,7,27/2,32.14,9.37,20.57,0,0,2023
51,52,Kagiso RabadaPBKS,6,6,23.0,232,7,34/2,33.14,10.08,19.71,0,0,2023
52,53,Shardul ThakurKKR,11,9,21.0,220,7,23/2,31.42,10.47,18.00,0,0,2023
53,54,Mukesh KumarDC,10,10,31.0,326,7,30/2,46.57,10.51,26.57,0,0,2023
54,55,Riley MeredithMI,5,5,19.4,207,7,33/2,29.57,10.52,16.85,0,0,2023
55,56,Andre RussellKKR,14,9,15.1,172,7,22/3,24.57,11.34,13.00,0,0,2023
56,57,Michael BracewellRCB,5,5,11.0,95,6,13/2,15.83,8.63,11.00,0,0,2023
57,58,Cameron GreenMI,16,16,38.0,361,6,41/2,60.16,9.50,38.00,0,0,2023
58,59,Harshit RanaKKR,6,6,17.0,147,5,33/2,29.40,8.64,20.40,0,0,2023
59,60,Kumar Kartikeya SinghMI,8,8,26.0,227,5,37/2,45.40,8.73,31.20,0,0,2023
60,61,Vaibhav AroraKKR,5,5,16.0,146,5,30/2,29.20,9.12,19.20,0,0,2023
61,62,Marcus StoinisLSG,15,5,10.5,100,5,20/2,20.00,9.23,13.00,0,0,2023
62,63,Akash SinghCSK,6,6,19.0,188,5,40/2,37.60,9.89,22.80,0,0,2023
63,64,Umran MalikSRH,8,8,20.0,217,5,32/2,43.40,10.85,24.00,0,0,2023
64,65,Arshad KhanMI,6,6,14.1,190,5,39/3,38.00,13.41,17.00,0,0,2023
65,66,Fazalhaq FarooqiSRH,4,4,13.2,117,4,41/2,29.25,8.77,20.00,0,0,2023
66,67,Jason HolderRR,8,8,28.3,284,4,29/2,71.00,9.96,42.75,0,0,2023
67,68,Mitchell SantnerCSK,3,3,12.0,81,3,28/2,27.00,6.75,24.00,0,0,2023
68,69,David WilleyRCB,4,4,15.0,105,3,16/2,35.00,7.00,30.00,0,0,2023
69,70,Krishnappa GowthamLSG,7,6,16.0,118,3,10/1,39.33,7.37,32.00,0,0,2023
70,71,Anukul RoyKKR,4,3,8.0,65,3,19/2,21.66,8.12,16.00,0,0,2023
71,72,Washington SundarSRH,7,7,17.4,146,3,28/3,48.66,8.26,35.33,0,0,2023
72,73,Josh HazlewoodRCB,3,3,9.0,76,3,15/2,25.33,8.44,18.00,0,0,2023
73,74,Nitish RanaKKR,14,6,8.5,75,3,17/2,25.00,8.49,17.66,0,0,2023
74,75,Yudhvir SinghLSG,3,3,8.0,71,3,20/2,23.66,8.87,16.00,0,0,2023
75,76,Glenn MaxwellRCB,14,7,10.2,94,3,3/1,31.33,9.09,20.66,0,0,2023
76,77,Hardik PandyaGT,16,11,25.0,228,3,10/1,76.00,9.12,50.00,0,0,2023
77,78,Arjun TendulkarMI,4,4,9.5,92,3,9/1,30.66,9.35,19.66,0,0,2023
78,79,Hrithik ShokeenMI,8,8,19.0,187,3,34/2,62.33,9.84,38.00,0,0,2023
79,80,Asif K MRR,4,4,14.0,138,3,42/2,46.00,9.85,28.00,0,0,2023
80,81,Sikandar RazaPBKS,7,6,12.0,119,3,19/1,39.66,9.91,24.00,0,0,2023
81,82,Rajvardhan HangargekarCSK,2,2,6.0,60,3,36/3,20.00,10.00,12.00,0,0,2023
82,83,Mohsin KhanLSG,5,4,10.0,107,3,24/1,35.66,10.70,20.00,0,0,2023
83,84,Chris JordanMI,6,6,22.0,237,3,7/1,79.00,10.77,44.00,0,0,2023
84,85,Chetan SakariyaDC,2,2,8.0,89,3,53/2,29.66,11.12,16.00,0,0,2023
85,86,Navdeep SainiRR,2,2,6.0,74,3,40/3,24.66,12.33,12.00,0,0,2023
86,87,Adil RashidSRH,2,2,7.0,56,2,23/2,28.00,8.00,21.00,0,0,2023
87,88,Lalit YadavDC,6,4,13.0,118,2,29/1,59.00,9.07,39.00,0,0,2023
88,89,Jofra ArcherMI,5,5,20.0,190,2,35/1,95.00,9.50,60.00,0,0,2023
89,90,Kuldip YadavRR,2,2,7.0,68,2,18/1,34.00,9.71,21.00,0,0,2023
90,91,Abhishek SharmaSRH,11,5,12.0,124,2,26/1,62.00,10.33,36.00,0,0,2023
91,92,Yash DayalGT,5,5,14.0,165,2,31/1,82.50,11.78,42.00,0,0,2023
92,93,Tim SoutheeKKR,2,2,6.0,79,2,54/2,39.50,13.16,18.00,0,0,2023
93,94,Liam LivingstonePBKS,9,5,7.0,94,2,19/1,47.00,13.42,21.00,0,0,2023
94,95,Kulwant KhejroliyaKKR,2,2,4.2,64,2,44/2,32.00,14.76,13.00,0,0,2023
95,96,Praveen DubeyDC,1,1,3.0,19,1,19/1,19.00,6.33,18.00,0,0,2023
96,97,Glenn PhillipsSRH,5,2,3.0,20,1,10/1,20.00,6.66,18.00,0,0,2023
97,98,Reece TopleyRCB,1,1,2.0,14,1,14/1,14.00,7.00,12.00,0,0,2023
98,99,Tristan StubbsMI,2,1,2.0,14,1,14/1,14.00,7.00,12.00,0,0,2023
99,100,Mayank DagarSRH,3,3,11.0,83,1,37/1,83.00,7.54,66.00,0,0,2023
100,101,Sisanda MagalaCSK,2,2,6.0,51,1,37/1,51.00,8.50,36.00,0,0,2023
101,102,Aiden MarkramSRH,13,6,8.1,70,1,24/1,70.00,8.57,49.00,0,0,2023
102,103,Rishi DhawanPBKS,6,4,7.0,60,1,20/1,60.00,8.57,42.00,0,0,2023
103,104,Rovman PowellDC,3,1,2.0,18,1,18/1,18.00,9.00,12.00,0,0,2023
104,105,Umesh YadavKKR,8,8,19.0,189,1,27/1,189.00,9.94,114.00,0,0,2023
105,106,Akeal HoseinSRH,1,1,4.0,40,1,40/1,40.00,10.00,24.00,0,0,2023
106,107,Darshan NalkandeGT,1,1,4.0,44,1,44/1,44.00,11.00,24.00,0,0,2023
107,108,Mustafizur RahmanDC,2,2,7.0,79,1,38/1,79.00,11.28,42.00,0,0,2023
108,109,Akash DeepRCB,2,2,5.0,59,1,29/1,59.00,11.80,30.00,0,0,2023
109,110,Lockie FergusonKKR,3,3,7.4,96,1,19/1,96.00,12.52,46.00,0,0,2023
110,111,Duan JansenMI,1,1,4.0,53,1,53/1,53.00,13.25,24.00,0,0,2023
111,112,Shahbaz AhmedRCB,10,5,7.0,95,1,38/1,95.00,13.57,42.00,0,0,2023
112,113,Kartik TyagiSRH,3,3,6.1,92,1,30/1,92.00,14.91,37.00,0,0,2023
113,1,Yuzvendra ChahalRR,17,17,68.0,527,27,40/5,19.51,7.75,15.11,1,1,2022
114,2,Wanindu HasarangaRCB,16,16,57.0,430,26,18/5,16.53,7.54,13.15,1,1,2022
115,3,Kagiso RabadaPBKS,13,13,48.0,406,23,33/4,17.65,8.45,12.52,2,0,2022
116,4,Umran MalikSRH,14,14,49.1,444,22,25/5,20.18,9.03,13.40,1,1,2022
117,5,Kuldeep YadavDC,14,14,49.4,419,21,14/4,19.95,8.43,14.19,2,0,2022
118,6,Mohammad ShamiGT,16,16,61.0,488,20,25/3,24.40,8.00,18.30,0,0,2022
119,7,Josh HazlewoodRCB,12,12,46.3,377,20,25/4,18.85,8.10,13.95,1,0,2022
120,8,Rashid KhanGT,16,16,63.5,421,19,24/4,22.15,6.59,20.15,1,0,2022
121,9,Harshal PatelRCB,15,15,53.3,410,19,34/4,21.57,7.66,16.89,1,0,2022
122,10,Prasidh KrishnaRR,17,17,66.3,551,19,22/3,29.00,8.28,21.00,0,0,2022
123,11,Avesh KhanLSG,13,13,47.4,416,18,24/4,23.11,8.72,15.88,1,0,2022
124,12,T NatarajanSRH,11,11,43.0,406,18,10/3,22.55,9.44,14.33,0,0,2022
125,13,Andre RussellKKR,14,13,28.1,278,17,5/4,16.35,9.86,9.94,1,0,2022
126,14,Umesh YadavKKR,12,12,48.0,339,16,23/4,21.18,7.06,18.00,1,0,2022
127,15,Trent BoultRR,16,16,62.0,492,16,18/2,30.75,7.93,23.25,0,0,2022
128,16,Khaleel AhmedDC,10,10,39.1,315,16,25/3,19.68,8.04,14.68,0,0,2022
129,17,Dwayne BravoCSK,10,10,34.2,299,16,20/3,18.68,8.70,12.87,0,0,2022
130,18,Mukesh ChoudharyCSK,13,13,45.3,424,16,46/4,26.50,9.31,17.06,1,0,2022
131,19,Jasprit BumrahMI,14,14,53.2,383,15,10/5,25.53,7.18,21.33,0,1,2022
132,20,Shardul ThakurDC,14,14,48.2,473,15,36/4,31.53,9.78,19.33,1,0,2022
133,21,Mohsin KhanLSG,9,9,33.0,197,14,16/4,14.07,5.96,14.14,1,0,2022
134,22,Rahul ChaharPBKS,13,13,46.4,360,14,25/3,25.71,7.71,20.00,0,0,2022
135,23,Tim SoutheeKKR,9,9,35.0,275,14,20/3,19.64,7.85,15.00,0,0,2022
136,24,Jason HolderLSG,12,12,41.3,391,14,31/3,27.92,9.42,17.78,0,0,2022
137,25,Ravi BishnoiLSG,14,14,54.0,456,13,22/2,35.07,8.44,24.92,0,0,2022
138,26,Daniel SamsMI,11,11,42.0,370,13,30/4,28.46,8.80,19.38,1,0,2022
139,27,Bhuvneshwar KumarSRH,14,14,52.1,383,12,22/3,31.91,7.34,26.08,0,0,2022
140,28,Maheesh TheekshanaCSK,9,9,35.0,261,12,33/4,21.75,7.45,17.50,1,0,2022
141,29,Ravichandran AshwinRR,17,17,67.0,503,12,17/3,41.91,7.50,33.50,0,0,2022
142,30,Lockie FergusonGT,13,13,47.4,427,12,28/4,35.58,8.95,23.83,1,0,2022
143,31,Obed McCoyRR,7,7,25.5,237,11,23/3,21.54,9.17,14.09,0,0,2022
144,32,Yash DayalGT,9,9,32.0,296,11,40/3,26.90,9.25,17.45,0,0,2022
145,33,Krunal PandyaLSG,14,12,38.0,265,10,19/3,26.50,6.97,22.80,0,0,2022
146,34,Arshdeep SinghPBKS,14,14,50.0,385,10,37/3,38.50,7.70,30.00,0,0,2022
147,35,Sunil NarineKKR,14,14,56.0,312,9,21/2,34.66,5.57,37.33,0,0,2022
148,36,Murugan AshwinMI,8,8,29.0,228,9,14/2,25.33,7.86,19.33,0,0,2022
149,37,Dushmantha ChameeraLSG,12,12,44.0,384,9,17/2,42.66,8.72,29.33,0,0,2022
150,38,Anrich NortjeDC,6,6,22.2,217,9,42/3,24.11,9.71,14.88,0,0,2022
151,39,Mohammed SirajRCB,15,15,51.0,514,9,30/2,57.11,10.07,34.00,0,0,2022
152,40,Moeen AliCSK,10,10,23.5,158,8,13/3,19.75,6.62,17.87,0,0,2022
153,41,Hardik PandyaGT,15,10,30.3,222,8,17/3,27.75,7.27,22.87,0,0,2022
154,42,Mustafizur RahmanDC,8,8,32.0,244,8,18/3,30.50,7.62,24.00,0,0,2022
155,43,Riley MeredithMI,8,8,28.0,236,8,24/2,29.50,8.42,21.00,0,0,2022
156,44,Kuldeep SenRR,7,7,25.1,237,8,20/4,29.62,9.41,18.87,1,0,2022
157,45,Jagadeesha SuchithSRH,5,5,18.0,140,7,12/2,20.00,7.77,15.42,0,0,2022
158,46,Marco JansenSRH,8,8,32.0,274,7,25/3,39.14,8.56,27.42,0,0,2022
159,47,Alzarri JosephGT,9,9,30.0,264,7,34/2,37.71,8.80,25.71,0,0,2022
160,48,Pat CumminsKKR,5,5,19.5,212,7,22/3,30.28,10.68,17.00,0,0,2022
161,49,Glenn MaxwellRCB,13,10,24.0,165,6,22/2,27.50,6.87,24.00,0,0,2022
162,50,Axar PatelDC,13,13,43.0,321,6,10/2,53.50,7.46,43.00,0,0,2022
163,51,Sai KishoreGT,5,5,16.0,121,6,7/2,20.16,7.56,16.00,0,0,2022
164,52,Rishi DhawanPBKS,6,6,19.0,156,6,36/2,26.00,8.21,19.00,0,0,2022
165,53,Varun ChakaravarthyKKR,11,11,39.0,332,6,22/1,55.33,8.51,39.00,0,0,2022
166,54,Washington SundarSRH,9,8,28.0,239,6,21/2,39.83,8.53,28.00,0,0,2022
167,55,Liam LivingstonePBKS,14,12,23.0,202,6,27/3,33.66,8.78,23.00,0,0,2022
168,56,Ramandeep SinghMI,5,3,6.0,54,6,20/3,9.00,9.00,6.00,0,0,2022
169,57,Jaydev UnadkatMI,5,5,20.0,190,6,32/2,31.66,9.50,20.00,0,0,2022
170,58,Dwaine PretoriusCSK,6,6,21.0,210,6,30/2,35.00,10.00,21.00,0,0,2022
171,59,Tymal MillsMI,5,5,17.0,190,6,35/3,31.66,11.17,17.00,0,0,2022
172,60,Odean SmithPBKS,6,6,15.0,178,6,30/4,29.66,11.86,15.00,1,0,2022
173,61,Ravindra JadejaCSK,10,10,33.0,248,5,39/3,49.60,7.51,39.60,0,0,2022
174,62,Kumar Kartikeya SinghMI,4,4,13.0,102,5,22/2,20.40,7.84,15.60,0,0,2022
175,63,Krishnappa GowthamLSG,4,4,12.0,99,5,30/2,19.80,8.25,14.40,0,0,2022
176,64,Basil ThampiMI,5,5,16.0,152,5,35/3,30.40,9.50,19.20,0,0,2022
177,65,Shivam MaviKKR,6,6,22.0,227,5,33/1,45.40,10.31,26.40,0,0,2022
178,66,Akash DeepRCB,5,5,18.5,205,5,45/3,41.00,10.88,22.60,0,0,2022
179,67,Mitchell SantnerCSK,6,6,19.0,130,4,15/1,32.50,6.84,28.50,0,0,2022
180,68,Simarjeet SinghCSK,6,6,18.0,138,4,27/2,34.50,7.66,27.00,0,0,2022
181,69,Lalit YadavDC,12,8,18.0,150,4,11/2,37.50,8.33,27.00,0,0,2022
182,70,Mitchell MarshDC,8,4,12.0,102,4,25/2,25.50,8.50,18.00,0,0,2022
183,71,Kieron PollardMI,11,6,14.0,125,4,8/2,31.25,8.92,21.00,0,0,2022
184,72,Harpreet BrarPBKS,5,5,16.0,146,4,26/3,36.50,9.12,24.00,0,0,2022
185,73,Shahbaz AhmedRCB,16,14,35.0,336,4,26/2,84.00,9.60,52.50,0,0,2022
186,74,Marcus StoinisLSG,11,5,7.0,79,4,23/3,19.75,11.28,10.50,0,0,2022
187,75,Pradeep SangwanGT,3,3,9.0,65,3,19/2,21.66,7.22,18.00,0,0,2022
188,76,Chetan SakariyaDC,3,3,11.0,84,3,23/2,28.00,7.63,22.00,0,0,2022
189,77,Nathan EllisPBKS,2,2,6.0,55,3,40/3,18.33,9.16,12.00,0,0,2022
190,78,Vaibhav AroraPBKS,5,5,17.5,164,3,21/2,54.66,9.19,35.66,0,0,2022
191,79,Romario ShepherdSRH,3,3,9.0,98,3,42/2,32.66,10.88,18.00,0,0,2022
192,80,Navdeep SainiRR,2,2,6.0,72,3,36/2,24.00,12.00,12.00,0,0,2022
193,81,Ayush BadoniLSG,13,2,2.0,11,2,5/1,5.50,5.50,6.00,0,0,2022
194,82,Prashant SolankiCSK,2,2,6.0,38,2,20/2,19.00,6.33,18.00,0,0,2022
195,83,Matheesha PathiranaCSK,2,2,6.5,52,2,24/2,26.00,7.60,20.50,0,0,2022
196,84,Sandeep SharmaPBKS,5,5,20.0,153,2,18/1,76.50,7.65,60.00,0,0,2022
197,85,Hrithik ShokeenMI,5,5,15.0,127,2,47/2,63.50,8.46,45.00,0,0,2022
198,86,Fazalhaq FarooqiSRH,3,3,12.0,110,2,32/2,55.00,9.16,36.00,0,0,2022
199,87,Andrew TyeLSG,3,3,11.0,107,2,40/2,53.50,9.72,33.00,0,0,2022
200,88,Varun AaronGT,2,2,5.0,52,2,45/2,26.00,10.40,15.00,0,0,2022
201,89,Chris JordanCSK,4,4,12.5,135,2,23/2,67.50,10.51,38.50,0,0,2022
202,90,Darshan NalkandeGT,2,2,5.1,59,2,37/2,29.50,11.41,15.50,0,0,2022
203,91,David WilleyRCB,4,4,11.0,72,1,29/1,72.00,6.54,66.00,0,0,2022
204,92,Anukul RoyKKR,2,2,7.0,55,1,28/1,55.00,7.85,42.00,0,0,2022
205,93,Mayank MarkandeMI,2,2,7.0,57,1,26/1,57.00,8.14,42.00,0,0,2022
206,94,Tushar DeshpandeCSK,2,2,7.0,63,1,40/1,63.00,9.00,42.00,0,0,2022
207,95,Kartik TyagiSRH,2,2,8.0,79,1,42/1,79.00,9.87,48.00,0,0,2022
208,96,Harshit RanaKKR,2,2,5.0,51,1,24/1,51.00,10.20,30.00,0,0,2022
209,97,Aiden MarkramSRH,14,4,6.0,64,1,8/1,64.00,10.66,36.00,0,0,2022
210,98,Deepak HoodaLSG,15,2,4.0,43,1,31/1,43.00,10.75,24.00,0,0,2022
211,99,Shreyas GopalSRH,1,1,3.0,34,1,34/1,34.00,11.33,18.00,0,0,2022
212,100,Fabian AllenMI,1,1,4.0,46,1,46/1,46.00,11.50,24.00,0,0,2022
213,101,Sean AbbottSRH,1,1,4.0,47,1,47/1,47.00,11.75,24.00,0,0,2022
214,102,Riyan ParagRR,17,4,4.0,59,1,12/1,59.00,14.75,24.00,0,0,2022
215,103,Dewald BrevisMI,7,1,0.3,8,1,8/1,8.00,16.00,3.00,0,0,2022
216,1,Harshal PatelRCB,15,15,56,459,32,5/27,14.34,8.14,10.56,1,1,2021
217,2,Avesh KhanDC,16,16,61,450,24,3/13,18.75,7.37,15.25,0,0,2021
218,3,Jasprit BumrahMI,14,14,55,410,21,4/14,19.52,7.45,15.71,0,0,2021
219,4,Shardul ThakurCSK,16,16,60,527,21,3/19,25.09,8.80,17.09,0,0,2021
220,5,Mohammad ShamiPBKS,14,14,52,395,19,3/15,20.78,7.50,16.63,0,0,2021
221,6,Rashid KhanSRH,14,14,56,375,18,3/19,20.83,6.69,18.66,0,0,2021
222,7,Arshdeep SinghPBKS,12,12,41,342,18,5/32,19.00,8.27,13.77,0,1,2021
223,8,Varun ChakaravarthyKKR,17,17,68,448,18,5/20,24.88,6.58,22.66,0,0,2021
224,9,Yuzvendra ChahalRCB,15,15,53,374,18,4/25,20.77,7.05,17.66,0,0,2021
225,10,Jason HolderSRH,8,8,32,247,16,4/52,15.43,7.75,11.93,1,0,2021
226,11,Sunil NarineKKR,14,14,56,361,16,5/19,22.56,6.44,21.00,1,0,2021
227,12,Chris MorrisRR,11,11,41,376,15,4/23,25.06,9.17,16.40,1,0,2021
228,13,Axar PatelDC,12,12,46,306,15,4/21,20.40,6.65,18.40,0,0,2021
229,14,Kagiso RabadaDC,15,15,56,456,15,4/21,30.40,8.14,22.40,0,0,2021
230,15,Chetan SakariyaRR,14,14,52,426,14,3/31,30.42,8.19,22.28,0,0,2021
231,16,Deepak ChaharCSK,15,15,54,451,14,4/13,32.21,8.35,23.14,2,0,2021
232,17,Dwayne BravoCSK,11,11,33,263,14,4/22,18.78,7.81,14.42,0,0,2021
233,18,Mustafizur RahmanRR,14,14,52,436,14,3/16,31.14,8.41,22.21,0,0,2021
234,19,Ravindra JadejaCSK,16,16,49,346,13,5/16,26.61,7.06,22.61,0,0,2021
235,20,Lockie FergusonKKR,8,8,30,224,13,3/15,17.23,7.46,13.84,0,0,2021
236,21,Trent BoultMI,14,14,51,406,13,4/18,31.23,7.90,23.69,0,0,2021
237,22,Rahul ChaharMI,11,11,43,318,13,4/27,24.46,7.39,19.84,1,0,2021
238,23,Ravi BishnoiPBKS,9,9,35,222,12,3/24,18.50,6.34,17.50,0,0,2021
239,24,Anrich NortjeDC,8,8,30,187,12,3/33,15.58,6.16,15.16,0,0,2021
240,25,Prasidh KrishnaKKR,10,10,38,351,12,4/30,29.25,9.11,19.25,0,0,2021
241,26,Shivam MaviKKR,9,9,32,233,11,4/21,21.18,7.24,17.54,1,0,2021
242,27,Josh HazlewoodCSK,9,9,35,293,11,3/24,26.63,8.37,19.09,0,0,2021
243,28,Mohammed SirajRCB,15,15,52,353,11,4/32,32.09,6.78,28.36,0,0,2021
244,29,Andre RussellKKR,10,8,19,188,11,5/15,17.09,9.89,10.36,0,1,2021
245,30,Pat CumminsKKR,7,7,27,237,9,4/34,26.33,8.83,17.88,0,0,2021
246,31,Sam CurranCSK,9,9,33,328,9,4/11,36.44,9.93,22.00,0,0,2021
247,32,Kyle JamiesonRCB,9,9,28,269,9,3/41,29.88,9.60,18.66,0,0,2021
248,33,Rahul TewatiaRR,14,13,37,340,8,3/18,42.50,9.18,27.75,0,0,2021
249,34,Siddarth KaulSRH,8,8,30,247,7,4/29,35.28,8.23,25.71,0,0,2021
250,35,Nathan Coulter-NileMI,5,5,20,127,7,4/14,18.14,6.35,17.14,1,0,2021
251,36,Ravichandran AshwinDC,13,13,44,331,7,4/34,47.28,7.41,38.28,0,0,2021
252,37,Shahbaz AhmedRCB,11,6,14,92,7,3/7,13.14,6.57,12.00,0,0,2021
253,38,Amit MishraDC,4,4,14,109,6,5/17,18.16,7.78,14.00,1,0,2021
254,39,Bhuvneshwar KumarSRH,11,11,42,335,6,5/19,55.83,7.97,42.00,0,0,2021
255,40,Moeen AliCSK,15,10,25,161,6,3/7,26.83,6.35,25.33,0,0,2021
256,41,Lungi Ngidi CSK,3,3,12,125,5,4/10,25.00,10.41,14.40,0,0,2021
257,42,Chris WoakesDC,3,3,11,82,5,3/36,16.40,7.45,13.20,0,0,2021
258,43,Krunal PandyaMI,13,12,33,265,5,3/14,53.00,7.98,39.80,0,0,2021
259,44,Jimmy NeeshamMI,3,3,9,66,5,3/12,13.20,7.33,10.80,0,0,2021
260,45,Harpreet BrarPBKS,7,7,23,139,5,3/19,27.80,6.04,27.60,0,0,2021
261,46,Kieron PollardMI,14,9,13,95,5,4/44,19.00,7.21,15.80,0,0,2021
262,47,Khaleel AhmedSRH,7,7,27,219,5,3/21,43.80,8.11,32.40,0,0,2021
263,48,Abhishek SharmaSRH,8,6,10,64,4,2/4,16.00,6.40,15.00,0,0,2021
264,49,Lalit YadavDC,7,5,14,101,4,2/13,25.25,7.21,21.00,0,0,2021
265,50,Jaydev UnadkatRR,6,6,22,168,4,5/25,42.00,7.63,33.00,0,0,2021
266,51,Tom CurranDC,3,3,11,104,4,3/29,26.00,9.17,17.00,0,0,2021
267,52,Chris JordanPBKS,4,4,12,96,4,4/11,24.00,8.00,18.00,0,0,2021
268,53,Kartik TyagiRR,4,4,14,124,4,2/29,31.00,8.85,21.00,0,0,2021
269,54,Moises HenriquesPBKS,5,5,10,45,4,3/12,11.25,4.50,15.00,0,0,2021
270,55,Dan ChristianRCB,9,9,16,155,4,2/10,38.75,9.30,25.00,0,0,2021
271,56,Riley MeredithPBKS,5,5,17,169,4,1/29,42.25,9.94,25.50,0,0,2021
272,57,Shakib Al HasanKKR,8,8,26,187,4,3/17,46.75,7.19,39.00,0,0,2021
273,58,Washington SundarRCB,6,6,16,118,3,3/16,39.33,7.37,32.00,0,0,2021
274,59,Venkatesh IyerKKR,10,4,8,69,3,2/29,23.00,8.11,17.00,0,0,2021
275,60,Sandeep SharmaSRH,7,7,23,203,3,4/20,67.66,8.63,47.00,0,0,2021
